<<<<<<< HEAD
Country Name,Country Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Austria,AUT,8227829.0,8268641.0,8295487.0,8321496.0,8343323.0,8363404.0,8391643.0,8429991.0,8479823.0,8546356.0,8642699.0,8736668.0,8797566.0,8840521.0,8877067.0
Belgium,BEL,10478617.0,10547958.0,10625700.0,10709973.0,10796493.0,10895586.0,11038264.0,11106932.0,11159407.0,11209057.0,11274196.0,11331422.0,11375158.0,11427054.0,11484055.0
Bulgaria,BGR,7658972.0,7601022.0,7545338.0,7492561.0,7444443.0,7395599.0,7348328.0,7305888.0,7265115.0,7223938.0,7177991.0,7127822.0,7075947.0,7025037.0,6975761.0
Croatia,HRV,4310145.0,4311159.0,4310217.0,4309705.0,4305181.0,4295427.0,4280622.0,4267558.0,4255689.0,4238389.0,4203604.0,4174349.0,4124531.0,4087843.0,4067500.0
Cyprus,CYP,1027662.0,1045507.0,1063713.0,1081563.0,1098083.0,1112612.0,1124833.0,1135046.0,1143866.0,1152285.0,1160985.0,1170187.0,1179680.0,1189265.0,1198575.0
Czech Republic,CZE,10211216.0,10238905.0,10298828.0,10384603.0,10443936.0,10474410.0,10496088.0,10510785.0,10514272.0,10525347.0,10546059.0,10566332.0,10594438.0,10629928.0,10669709.0
Denmark,DNK,5419432.0,5437272.0,5461438.0,5493621.0,5523095.0,5547683.0,5570572.0,5591572.0,5614932.0,5643475.0,5683483.0,5728010.0,5764980.0,5793636.0,5818553.0
Estonia,EST,1354775.0,1346810.0,1340680.0,1337090.0,1334515.0,1331475.0,1327439.0,1322696.0,1317997.0,1314545.0,1315407.0,1315790.0,1317384.0,1321977.0,1326590.0
Finland,FIN,5246096.0,5266268.0,5288720.0,5313399.0,5338871.0,5363352.0,5388272.0,5413971.0,5438972.0,5461512.0,5479531.0,5495303.0,5508214.0,5515525.0,5520314.0
France,FRA,63179351.0,63621381.0,64016225.0,64374984.0,64707040.0,65027507.0,65342780.0,65659809.0,65998687.0,66312067.0,66548272.0,66724104.0,66864379.0,66965912.0,67059887.0
Germany,DEU,82469422.0,82376451.0,82266372.0,82110097.0,81902307.0,81776930.0,80274983.0,80425823.0,80645605.0,80982500.0,81686611.0,82348669.0,82657002.0,82905782.0,83132799.0
Greece,GRC,10987314.0,11020362.0,11048473.0,11077841.0,11107017.0,11121341.0,11104899.0,11045011.0,10965211.0,10892413.0,10820883.0,10775971.0,10754679.0,10732882.0,10716322.0
Hungary,HUN,10087065.0,10071370.0,10055780.0,10038188.0,10022650.0,10000023.0,9971727.0,9920362.0,9893082.0,9866468.0,9843028.0,9814023.0,9787966.0,9775564.0,9769949.0
Ireland,IRL,4159914.0,4273591.0,4398942.0,4489544.0,4535375.0,4560155.0,4580084.0,4599533.0,4623816.0,4657740.0,4701957.0,4755335.0,4807388.0,4867316.0,4941444.0
Italy,ITA,57969484.0,58143979.0,58438310.0,58826731.0,59095365.0,59277417.0,59379449.0,59539717.0,60233948.0,60789140.0,60730582.0,60627498.0,60536709.0,60421760.0,60297396.0
Latvia,LVA,2238799.0,2218357.0,2200325.0,2177322.0,2141669.0,2097555.0,2059709.0,2034319.0,2012647.0,1993782.0,1977527.0,1959537.0,1942248.0,1927174.0,1912789.0
Lithuania,LTU,3322528.0,3269909.0,3231294.0,3198231.0,3162916.0,3097282.0,3028115.0,2987773.0,2957689.0,2932367.0,2904910.0,2868231.0,2828403.0,2801543.0,2786844.0
Luxembourg,LUX,465158.0,472637.0,479993.0,488650.0,497783.0,506953.0,518347.0,530946.0,543360.0,556319.0,569604.0,582014.0,596336.0,607950.0,619896.0
Malta,MLT,403834.0,405308.0,406724.0,409379.0,412477.0,414508.0,416268.0,420028.0,425967.0,434558.0,445053.0,455356.0,467999.0,484630.0,502653.0
Netherlands,NLD,16319868.0,16346101.0,16381696.0,16445593.0,16530388.0,16615394.0,16693074.0,16754962.0,16804432.0,16865008.0,16939923.0,17030314.0,17131296.0,17231624.0,17332850.0
Poland,POL,38165445.0,38141267.0,38120560.0,38125759.0,38151603.0,38042794.0,38063255.0,38063164.0,38040196.0,38011735.0,37986412.0,37970087.0,37974826.0,37974750.0,37970874.0
Portugal,PRT,10503330.0,10522288.0,10542964.0,10558177.0,10568247.0,10573100.0,10557560.0,10514844.0,10457295.0,10401062.0,10358076.0,10325452.0,10300300.0,10283822.0,10269417.0
Romania,ROU,21319685.0,21193760.0,20882982.0,20537875.0,20367487.0,20246871.0,20147528.0,20058035.0,19983693.0,19908979.0,19815616.0,19702267.0,19587290.0,19472545.0,19356544.0
Slovak Republic,SVK,5372807.0,5373054.0,5374622.0,5379233.0,5386406.0,5391428.0,5398384.0,5407579.0,5413393.0,5418649.0,5423801.0,5430798.0,5439232.0,5446771.0,5454073.0
Slovenia,SVN,2000474.0,2006868.0,2018122.0,2021316.0,2039669.0,2048583.0,2052843.0,2057159.0,2059953.0,2061980.0,2063531.0,2065042.0,2066388.0,2073894.0,2087946.0
Spain,ESP,43653155.0,44397319.0,45226803.0,45954106.0,46362946.0,46576897.0,46742697.0,46773055.0,46620045.0,46480882.0,46444832.0,46484062.0,46593236.0,46797754.0,47076781.0
Sweden,SWE,9029572.0,9080505.0,9148092.0,9219637.0,9298515.0,9378126.0,9449213.0,9519374.0,9600379.0,9696110.0,9799186.0,9923085.0,10057698.0,10175214.0,10285453.0
=======
country_name,country_code,pop_year,Population
Kosovo,XKX,2005,1705780
Kosovo,XKX,2007,1733404
Kosovo,XKX,2011,1791000
Kosovo,XKX,2013,1818117
Latvia,LVA,2016,1959537
Latvia,LVA,2015,1977527
Latvia,LVA,2013,2012647
Latvia,LVA,2009,2141669
Latvia,LVA,2011,2059709
Latvia,LVA,2006,2218357
Latvia,LVA,2012,2034319
Latvia,LVA,2010,2097555
Latvia,LVA,2005,2238799
Latvia,LVA,2017,1942248
Latvia,LVA,2020,
Latvia,LVA,2018,1927174
Latvia,LVA,2019,1912789
Latvia,LVA,2007,2200325
Latvia,LVA,2014,1993782
Latvia,LVA,2008,2177322
Liechtenstein,LIE,2020,
Liechtenstein,LIE,2005,34713
Liechtenstein,LIE,2012,36615
Liechtenstein,LIE,2008,35471
Liechtenstein,LIE,2016,37658
Liechtenstein,LIE,2015,37470
Liechtenstein,LIE,2013,36934
Liechtenstein,LIE,2007,35217
Liechtenstein,LIE,2006,34970
Liechtenstein,LIE,2009,35727
Liechtenstein,LIE,2010,35994
Liechtenstein,LIE,2014,37223
Liechtenstein,LIE,2018,37910
Liechtenstein,LIE,2011,36293
Liechtenstein,LIE,2019,38019
Liechtenstein,LIE,2017,37800
Lithuania,LTU,2017,2828403
Lithuania,LTU,2005,3322528
Lithuania,LTU,2007,3231294
Lithuania,LTU,2012,2987773
Lithuania,LTU,2018,2801543
Lithuania,LTU,2006,3269909
Lithuania,LTU,2008,3198231
Lithuania,LTU,2010,3097282
Lithuania,LTU,2016,2868231
Lithuania,LTU,2009,3162916
Lithuania,LTU,2019,2786844
Lithuania,LTU,2020,
Lithuania,LTU,2011,3028115
Lithuania,LTU,2015,2904910
Lithuania,LTU,2013,2957689
Lithuania,LTU,2014,2932367
Luxembourg,LUX,2018,607950
Luxembourg,LUX,2009,497783
Luxembourg,LUX,2012,530946
Luxembourg,LUX,2016,582014
Luxembourg,LUX,2013,543360
Luxembourg,LUX,2019,619896
Luxembourg,LUX,2014,556319
Luxembourg,LUX,2017,596336
Luxembourg,LUX,2007,479993
Luxembourg,LUX,2006,472637
Luxembourg,LUX,2011,518347
Luxembourg,LUX,2005,465158
Luxembourg,LUX,2008,488650
Luxembourg,LUX,2010,506953
Luxembourg,LUX,2020,
Luxembourg,LUX,2015,569604
Malta,MLT,2007,406724
Malta,MLT,2011,416268
Malta,MLT,2017,467999
Malta,MLT,2020,
Malta,MLT,2016,455356
Malta,MLT,2010,414508
Malta,MLT,2006,405308
Malta,MLT,2018,484630
Malta,MLT,2013,425967
Malta,MLT,2019,502653
Malta,MLT,2014,434558
Malta,MLT,2008,409379
Malta,MLT,2005,403834
Malta,MLT,2015,445053
Malta,MLT,2012,420028
Malta,MLT,2009,412477
Monaco,MCO,2009,35226
Monaco,MCO,2008,34872
Monaco,MCO,2010,35612
Monaco,MCO,2006,34190
Monaco,MCO,2020,
Monaco,MCO,2011,36024
Monaco,MCO,2005,33843
Monaco,MCO,2018,38682
Monaco,MCO,2013,36901
Monaco,MCO,2014,37322
Monaco,MCO,2017,38392
Monaco,MCO,2016,38070
Monaco,MCO,2019,38964
Monaco,MCO,2015,37718
Monaco,MCO,2012,36460
Monaco,MCO,2007,34525
Montenegro,MNE,2012,620601
Montenegro,MNE,2010,619428
Montenegro,MNE,2006,615025
Montenegro,MNE,2009,618294
Montenegro,MNE,2007,615875
Montenegro,MNE,2008,616969
Montenegro,MNE,2015,622159
Montenegro,MNE,2013,621207
Montenegro,MNE,2018,622227
Montenegro,MNE,2014,621810
Montenegro,MNE,2011,620079
Montenegro,MNE,2019,622137
Montenegro,MNE,2020,
Montenegro,MNE,2005,614261
Montenegro,MNE,2017,622373
Montenegro,MNE,2016,622303
Netherlands,NLD,2008,16445593
Netherlands,NLD,2014,16865008
Netherlands,NLD,2019,17332850
Netherlands,NLD,2020,
Netherlands,NLD,2009,16530388
Netherlands,NLD,2017,17131296
Netherlands,NLD,2018,17231624
Netherlands,NLD,2010,16615394
Netherlands,NLD,2007,16381696
Netherlands,NLD,2012,16754962
Netherlands,NLD,2011,16693074
Netherlands,NLD,2015,16939923
Netherlands,NLD,2006,16346101
Netherlands,NLD,2013,16804432
Netherlands,NLD,2005,16319868
Netherlands,NLD,2016,17030314
North Macedonia,MKD,2011,2072487
North Macedonia,MKD,2017,2081996
North Macedonia,MKD,2015,2079328
North Macedonia,MKD,2005,2060273
North Macedonia,MKD,2019,2083459
North Macedonia,MKD,2009,2069039
North Macedonia,MKD,2016,2080745
North Macedonia,MKD,2007,2065426
North Macedonia,MKD,2020,
North Macedonia,MKD,2008,2067313
North Macedonia,MKD,2013,2076067
North Macedonia,MKD,2014,2077775
North Macedonia,MKD,2018,2082958
North Macedonia,MKD,2012,2074278
North Macedonia,MKD,2010,2070741
North Macedonia,MKD,2006,2063131
Norway,NOR,2012,5018573
Norway,NOR,2008,4768212
Norway,NOR,2011,4953088
Norway,NOR,2010,4889252
Norway,NOR,2006,4660677
Norway,NOR,2019,5347896
Norway,NOR,2018,5311916
Norway,NOR,2005,4623291
Norway,NOR,2017,5276968
Norway,NOR,2016,5234519
Norway,NOR,2013,5079623
Norway,NOR,2007,4709153
Norway,NOR,2015,5188607
Norway,NOR,2014,5137232
Norway,NOR,2020,
Norway,NOR,2009,4828726
Poland,POL,2020,
Poland,POL,2007,38120560
Poland,POL,2005,38165445
Poland,POL,2011,38063255
Poland,POL,2008,38125759
Poland,POL,2019,37970874
Poland,POL,2018,37974750
Poland,POL,2012,38063164
Poland,POL,2017,37974826
Poland,POL,2016,37970087
Poland,POL,2015,37986412
Poland,POL,2014,38011735
Poland,POL,2013,38040196
Poland,POL,2006,38141267
Poland,POL,2010,38042794
Poland,POL,2009,38151603
Portugal,PRT,2008,10558177
Portugal,PRT,2007,10542964
Portugal,PRT,2015,10358076
Portugal,PRT,2006,10522288
Portugal,PRT,2010,10573100
Portugal,PRT,2020,
Portugal,PRT,2005,10503330
Portugal,PRT,2009,10568247
Portugal,PRT,2011,10557560
Portugal,PRT,2017,10300300
Portugal,PRT,2016,10325452
Portugal,PRT,2019,10269417
Portugal,PRT,2018,10283822
Portugal,PRT,2013,10457295
Portugal,PRT,2012,10514844
Portugal,PRT,2014,10401062
Romania,ROU,2007,20882982
Romania,ROU,2014,19908979
Romania,ROU,2020,
Romania,ROU,2018,19472545
Romania,ROU,2015,19815616
Romania,ROU,2010,20246871
Romania,ROU,2006,21193760
Romania,ROU,2009,20367487
Romania,ROU,2013,19983693
Romania,ROU,2012,20058035
Romania,ROU,2005,21319685
Romania,ROU,2017,19587290
Romania,ROU,2019,19356544
Romania,ROU,2008,20537875
Romania,ROU,2016,19702267
Romania,ROU,2011,20147528
Serbia,SRB,2020,
Serbia,SRB,2005,7440769
Serbia,SRB,2007,7381579
Serbia,SRB,2012,7199077
Serbia,SRB,2011,7234099
Serbia,SRB,2016,7058322
Serbia,SRB,2008,7350222
Serbia,SRB,2019,6944975
Serbia,SRB,2006,7411569
Serbia,SRB,2018,6982604
Serbia,SRB,2015,7095383
Serbia,SRB,2017,7020858
Serbia,SRB,2014,7130576
Serbia,SRB,2009,7320807
Serbia,SRB,2010,7291436
Serbia,SRB,2013,7164132
Slovak Republic,SVK,2019,5454073
Slovak Republic,SVK,2020,
Slovak Republic,SVK,2006,5373054
Slovak Republic,SVK,2005,5372807
Slovak Republic,SVK,2014,5418649
Slovak Republic,SVK,2007,5374622
Slovak Republic,SVK,2011,5398384
Slovak Republic,SVK,2010,5391428
Slovak Republic,SVK,2012,5407579
Slovak Republic,SVK,2017,5439232
Slovak Republic,SVK,2015,5423801
Slovak Republic,SVK,2008,5379233
Slovak Republic,SVK,2018,5446771
Slovak Republic,SVK,2013,5413393
Slovak Republic,SVK,2009,5386406
Slovak Republic,SVK,2016,5430798
Slovenia,SVN,2020,
Slovenia,SVN,2014,2061980
Slovenia,SVN,2017,2066388
Slovenia,SVN,2009,2039669
Slovenia,SVN,2010,2048583
Slovenia,SVN,2015,2063531
Slovenia,SVN,2019,2087946
Slovenia,SVN,2011,2052843
Slovenia,SVN,2012,2057159
Slovenia,SVN,2007,2018122
Slovenia,SVN,2005,2000474
Slovenia,SVN,2018,2073894
Slovenia,SVN,2006,2006868
Slovenia,SVN,2016,2065042
Slovenia,SVN,2013,2059953
Slovenia,SVN,2008,2021316
Spain,ESP,2011,46742697
Spain,ESP,2016,46484062
Spain,ESP,2017,46593236
Spain,ESP,2012,46773055
Spain,ESP,2020,
Spain,ESP,2013,46620045
Spain,ESP,2014,46480882
Spain,ESP,2005,43653155
Spain,ESP,2006,44397319
Spain,ESP,2007,45226803
Spain,ESP,2009,46362946
Spain,ESP,2019,47076781
Spain,ESP,2010,46576897
Spain,ESP,2015,46444832
Spain,ESP,2018,46797754
Spain,ESP,2008,45954106
Sweden,SWE,2012,9519374
Sweden,SWE,2005,9029572
Sweden,SWE,2011,9449213
Sweden,SWE,2015,9799186
Sweden,SWE,2020,
Sweden,SWE,2014,9696110
Sweden,SWE,2013,9600379
Sweden,SWE,2016,9923085
Sweden,SWE,2017,10057698
Sweden,SWE,2008,9219637
Sweden,SWE,2009,9298515
Sweden,SWE,2006,9080505
Sweden,SWE,2019,10285453
Sweden,SWE,2010,9378126
Sweden,SWE,2018,10175214
Sweden,SWE,2007,9148092
Switzerland,CHE,2012,7996861
Switzerland,CHE,2020,
Switzerland,CHE,2009,7743831
Switzerland,CHE,2018,8514329
Switzerland,CHE,2014,8188649
Switzerland,CHE,2005,7437115
Switzerland,CHE,2006,7483934
Switzerland,CHE,2019,8574832
Switzerland,CHE,2013,8089346
Switzerland,CHE,2015,8282396
Switzerland,CHE,2011,7912398
Switzerland,CHE,2016,8373338
Switzerland,CHE,2017,8451840
Switzerland,CHE,2008,7647675
Switzerland,CHE,2007,7551117
Switzerland,CHE,2010,7824909
Turkey,TUR,2007,69581848
Turkey,TUR,2014,77231907
Turkey,TUR,2018,82319724
Turkey,TUR,2013,75928564
Turkey,TUR,2005,67903469
Turkey,TUR,2008,70418604
Turkey,TUR,2015,78529409
Turkey,TUR,2020,
Turkey,TUR,2012,74653016
Turkey,TUR,2009,71321399
Turkey,TUR,2019,83429615
Turkey,TUR,2010,72326988
Turkey,TUR,2011,73443863
Turkey,TUR,2016,79821724
Turkey,TUR,2006,68756810
Turkey,TUR,2017,81101892
>>>>>>> 9c673a03e9bc03c0dbc50581ab6e2888a1bd8159
